,Address,Beds,Baths,Price,Sqft,Sqft_lot,Description,Street,District,City,State,Zip Code
259,"603 Davis St #1305, Austin, TX 78701",1.0,1.0,450000.0,714.0,,"Excellent 1 bedroom at The Shore with great amenities and walkability to fun venues located in the Rainey Street District. This spacious 1 bed, 1 bath features high ceilings, plenty of natural light, hardwood flooring in main living areas, outdoor balcony, and much more. Kitchen equipped with granite countertops, SS appliances, center island, pantry, lots of storage, and opens up to living area, great for entertaining family/friends. Walk to town lake, hike/bike trail, bars, and entertainment. 1 Reserved parking spot, 24/7 concierge, resort style pool/cabana/grill area, gym, and more all in one building. This unit also has a storage unit! Come see it and make it your new home.",603 Davis St #1305,Austin,Austin,TX,78701
260,"2210 Delcrest Dr, Austin, TX 78704",3.0,2.5,925000.0,1631.0,,"After having called 2210 Delcrest Drive home for almost a quarter-century, its owners have decided to let another family make it their home. Delcrest Drive was the first house the owners purchased, and in it, children were raised, traditions were made, and much fun was had in this home. The house has been tastefully updated. Starting in 2017, all 25 windows have been replaced with Andersen wood-sash windows; in the past year, $35k was spent renovating the bathrooms (two full bathrooms upstairs, one half bath downstairs); in 2020, a Galvalume roof was installed, which might last 60 years; an EV charger was installed in the single garage. The house also is alarm-equipped. Downstairs, open-con",2210 Delcrest Dr,Austin,Austin,TX,78704
261,"1811 Webberville Rd #4104, Austin, TX 78721",3.0,2.5,589900.0,1494.0,,"Amazing value for brand new modern central Austin townhouse convenient to distinct restaurants, shops, entertainment venues and everything else that make East Austin the place where you want to be. East Grove is a lovingly developed boutique 33- home urban community designed by award-winning Danze and Davis Architects and quality-built by local builder True North Homes. The Kendra (Home 4104) features tall ceilings, abundance of natural light, an open kitchen with granite countertops and ceramic tile backsplash, as well as a luxurious master suite with double-sink vanity and spacious shower at private master bath. The home also includes an attached two-car garage with 220V EV prep and autom",1811 Webberville Rd #4104,Austin,Austin,TX,78721
262,"1801 Roseburg Dr #29, Austin, TX 78754",3.0,2.5,424900.0,1738.0,,"Experience urban elegance at its finest in this stunning 3-bedroom, 2.5-bathroom corner unit tucked away in the peaceful community of Creekside at Pioneer Crossing West. Enjoy unparalleled privacy with no neighbors directly behind or beside, offering a serene escape in Northeast Austin. Step into a spacious floor plan with soaring ceilings and abundant natural light that creates a bright and inviting atmosphere, perfect for both relaxation and productivity. The main floor features a luxurious primary bedroom suite with a dual granite vanity, walk-in shower, and expansive closets. Upstairs, a versatile second living area awaits, ideal for a home office, game room, or cozy retreat, complement",1801 Roseburg Dr #29,Austin,Austin,TX,78754
263,"1811 Webberville Rd #1210, Austin, TX 78721",2.0,2.0,443900.0,1044.0,,"Modern quintessential Central Austin condo convenient to distinct restaurants, shops, entertainment venues and everything else that make East Austin the place where you want to be. Enjoy the convenience of owning a condo! East Grove is a lovingly developed boutique 33- home urban community designed by award-winning Danze and Davis Architects and quality-built by local builder True North Homes. The Calaveras plan (Home 1210) features tall ceilings, abundance of natural light, an amazing single-family-style kitchen with center island, quartz countertops and ceramic tile backsplash, as well as a luxurious primary suite with double-sink quartz-top vanity and spacious shower at private primary b",1811 Webberville Rd #1210,Austin,Austin,TX,78721
264,"8418 Red Willow Dr, Austin, TX 78736",3.0,2.5,599000.0,2500.0,,"Scenic Brook is a gemstone of a neighborhood, conveniently located 20 mins from downtown Austin, Lake Travis, and Dripping Springs alike, a mere 10 minute drive to the shopping and amenities offered in the Hill Country Galleria. Red Willow is one of the most well maintained and beautiful streets in the neighborhood, and this home is truly a crown jewel. Built in 1996, this is one of the newer homes in the area and offers an impressive 2500 sq ft. This custom-built 2-story single family home has been recently updated  &amp;  is in immaculate condition. The home has been lovingly maintained and upkept with improvements and continuous maintenances to ensure the longevity of the homes integrity",8418 Red Willow Dr,Austin,Austin,TX,78736
265,"3009 Garwood St #1, Austin, TX 78702",2.0,2.5,675000.0,1090.0,,"Step into a realm of modern elegance with this newly constructed 2-bedroom, 2.5-bathroom home by the esteemed Avery Building Company. Upon entry, you're greeted by an open floor plan that seamlessly connects living, dining, and kitchen areas&mdash;ideal for those who cherish an integrated living space. Located just moments from downtown, the property offers convenience without sacrificing quietude. For leisure, the Holly Shores at Town Lake Metropolitan Park provides a scenic escape just around the corner.",3009 Garwood St #1,Austin,Austin,TX,78702
266,"1702 Westmoor Dr, Austin, TX 78723",4.0,2.0,985000.0,1839.0,,"*  * Please see documents for the extensive list of updates *  *  Welcome to the epitome of refined living in the heart of Austin - a stunning residence nestled within the best of Windsor Park. This meticulously maintained home boasts a major remodel and quality updates with high-level finishes, marrying mid-century elegance and contemporary comfort. This home has been imbued with love and pride, resulting in a space that feels both cherished and inviting. Step inside to discover a harmonious blend of modern design elements and classic warmth &ndash; from stunning oak plank floors to a stacked stone fireplace and an abundance of newly-installed windows bringing in naturally filtered light. ",1702 Westmoor Dr,Austin,Austin,TX,78723
267,"10309 Dalea Vista Ct, Austin, TX 78739",3.0,2.0,775000.0,2016.0,,"Desirable single story * Spotless and move-in ready * Truly a rare find in Circle C * No steps into home * No interior steps * Located on enviable cul-de-sac lot in quiet, gated Park West community * Front yard maintained by HOA * Easy care shady backyard with side dog yard offers beauty  &amp;  ease * Enjoy a lifestyle filled with convenience, safety, and community * NEW carpet * NEW water heater * Pristine garage with epoxy paint on floor plus walls and ceiling freshly painted * Fresh epoxy paint on front porch and back patio * Freshly stained real wood front door * Low maintenance home has high ceilings throughout, a dedicated office/dining room, &amp;  casual dining * Relax on large cov",10309 Dalea Vista Ct,Austin,Austin,TX,78739
268,"15105 Walcott Dr, Austin, TX 78725",3.0,2.0,320000.0,1489.0,,"Enjoy the benefits of a remarkably low tax rate of just 1.5%, 1.75 back at closing, PLUS $0 DOWN. This charming 3-bedroom, 2-bath residence is located in the desirable Austin's Colony neighborhood, conveniently near Tesla, Samsung, the Airport, Circuit of the Americas, and toll roads 45/130. The open floor plan enhances the connection of areas in the home, making it perfect for a family. The community offers direct access to the Colorado River, ideal for fishing, swimming, and family outings. Additionally, residents can enjoy a community pool, sports court, playgrounds, and a dog park, providing an ideal setting for recreation and leisure. This home presents a perfect opportunity to make yo",15105 Walcott Dr,Austin,Austin,TX,78725
269,"2200 Persimmon Ridge Ct, Austin, TX 78732",5.0,5.5,1649000.0,4587.0,12196.800000000001,"OPEN HOUSE Saturday 7/13 11AM - 1PM!! Beautifully Remodeled!!! Situated in a quiet cul de sac, and secured by a gated entry. This sought-after section of Steiner Ranch gives you a short walk to the schools and playgrounds to use on the weekends, in addition to the many amenities offered within the community. Upon entry, you are greeted with a soaring two-story ceiling, sparkling chandeliers, and wide open spaces. The bright white and airy kitchen opens to the family room with the patio and pool views. The kitchen features custom cabinetry, quartz countertops, and natural light. The main level primary suite features a sitting area and a stunning spa-like bathroom with a big oversized closet.",2200 Persimmon Ridge Ct,Austin,Austin,TX,78732
270,"1923 Cypress Pt W, Austin, TX 78746",3.0,2.5,1199000.0,2383.0,21344.399999999998,"Looking to build your dream home in the hot Westlake neighborhood of Lost Creek? This half acre lot with nice views is the perfect spot. Located on a low traffic street with an additional parcel in the rear, this lot has it all. The current home could be a remodel project but property is mainly being sold for the value in the lot. Average new construction homes in Lost Creek sell for over $3,500,000. Build new and have instant equity when you move in! The current home is nicely laid out with a charming office on the lower level with a floor to ceiling stone fireplace. A relaxing covered porch runs along the entire back side of the property offering a great place to relax as the sun sets on ",1923 Cypress Pt W,Austin,Austin,TX,78746
271,"2111 Marcus Abrams Blvd, Austin, TX 78748",3.0,2.5,449900.0,2073.0,,"Located in Olympic Heights, this stunning home boasts an open stairway, balcony, and arches that allow natural light to illuminate every corner, creating a bright and welcoming atmosphere. The property is impeccably maintained, featuring luxury plank vinyl floors downstairs and designer carpet upstairs. The spacious kitchen offers ample cabinet space and a generous 7x10' pantry/laundry room nearby. The versatile downstairs area includes a 4th bedroom or study. The expansive primary suite includes a tub/shower combo and an Elfa system in the closet for excellent organization. Enjoy outdoor living on the covered porch and back patio. Conveniently situated near the community entrance and direc",2111 Marcus Abrams Blvd,Austin,Austin,TX,78748
