,Address,Price,Bed,Bath,SQFT,Lot Sqft,Description,latitude,longitude,Listing URL,Type of Home,Picture,Street,City,State,Zip Code
371,"6307 Stockman Dr #4, Austin, TX 78747","$507,990",3,35,2050,034,"The Bullock is a unique 3-bedroom, 3.5-bathroom home spanning 2,050 sq. ft. This 3-story home includes a luxe kitchen and dining area, with direct access to the spacious living room. Ideal for families, this home is the perfect backdrop to make memories with a bedroom and full bath on the main level, in addition to a transformative flex space. If a dedicated outdoor space is a must-have in your future home, you&rsquo;ll love this floor plan which has a second-floor deck to enjoy delicious meals al fresco. The third floor is where two of three bedrooms reside, including the primary suite which boasts double sinks and an impressive walk-in shower with a bench. A 2-car garage is located at the",30.3818952,-97.8061568,https://www.redfin.com/TX/Austin/8110-Ranch-Road-2222-78730/unit-36/home/31123631,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/749/genIslnoResize.6348749_1.jpg,6307 Stockman Dr #4, Austin,TX,78747
372,"702 Kinney Ave, Austin, TX 78704","$3,697,000",5,35,3758,024,"Newcastle Homes commissioned Barley Pfeiffer Architecture to create a contemporary home - a high performing urban oasis - that maximizes indoor and outdoor space. Positioned to profit from prevailing breezes, the home utilizes smart window placement and solar shading patterns. The home is set at the rear of an oversized lot to preserve maximum green space and magnificent heritage tree views, creating a private sanctuary away from the street. The covered patio provides a true indoor-outdoor experience with a massive four-panel sliding door uniting the interior and exterior living spaces. This wall of glass faces east and is shaded by the overhang of the patio, flooding the main living area w",30.144657,-97.752891,https://www.redfin.com/TX/Austin/6307-Stockman-DR-78747/unit-4/home/188400364,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/749/genIslnoResize.6348749_1_1.jpg,702 Kinney Ave, Austin,TX,78704
373,"6307 Stockman Dr #2, Austin, TX 78747","$551,990",3,3,2588,,"The Congress is a 3-bedroom home with 2 full and 2 half baths, spanning 2,588 sq. ft. This coveted 3-story floor plan is filled with ideal features like an open-concept living space which showcases the home&rsquo;s luxe kitchen and oversized family room. Travel upstairs to the primary suite which boasts a spa-like bathroom and spacious walk-in closet for all your storage needs. On the third level of the home, an oversized flex room or an additional bedroom would be accessible at all times.",30.2601081,-97.7635917,https://www.redfin.com/TX/Austin/702-Kinney-Ave-78704/home/31207960,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/749/genIslnoResize.6348749_17_1.jpg,6307 Stockman Dr #2, Austin,TX,78747
374,"1315 W 9th St Unit B, Austin, TX 78703","$3,800,000",3,3,3003,4146,"BUILDER FINANCING INCENTIVE! Architectural Marvel designed by legendary Dick Clark + Associates, Built by Vinson Radke Homes. Unique 2 unit development boasts high-end finishes throughout, creating an atmosphere of luxury  &amp;  sophistication. Perfect for the Downtown Condo Buyer in search of more privacy without compromising location or luxury. Upon entering, one is greeted by an open  &amp;  spacious floor plan that seamlessly connects the living, dining, &amp;  kitchen areas. Floor-to-ceiling windows flood the space with natural light, creating a bright and inviting ambiance. Landscaping in works with Buyer option for turf grass or IPE Deck to create a seamless indoor/outdoor transitio",30.144657,-97.752891,https://www.redfin.com/TX/Austin/6307-Stockman-DR-78747/unit-2/home/188382373,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/504/genIslnoResize.9254504_0.jpg,1315 W 9th St Unit B, Austin,TX,78703
376,"7007 Carwill Dr, Austin, TX 78724","$365,000",4,2,1190,6751,"Welcome to this newly renovated 4-bedroom, 2-bathroom home in Colony Park that maximizes space. With easy access to Highways 183 and 290, this home puts all of Austin at your fingertips. Step inside and be immediately greeted by the open floor plan and natural light. New porcelain tile floors flow throughout, leading you to the heart of the home - a spacious kitchen featuring quartz countertops, a tasteful backsplash, and an accent rock wall around the large kitchen island. The thoughtful layout separates the primary bedroom from the other three for privacy. Both bathrooms have been completely remodeled, and the casita in the backyard provides extra space for an office or relaxation. If you",30.3026012,-97.6436658,https://www.redfin.com/TX/Austin/7007-Carwill-Dr-78724/home/31906030,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/504/genIslnoResize.9254504_21_0.jpg,7007 Carwill Dr, Austin,TX,78724
377,"3817 Threadgill Ave, Austin, TX 78723","$649,000",2,25,1502,,"This community is directly across the street to the Southwest Greenway with natural trails and a lake. 3817 Threadgill offers natural gas for heating and cooking, 8 foot doors throughout the home, pre-wired surround sound, radiant barrier in the attic to keep the Texas heat out, spray foam in all ceilings and attic, luxurious master suite with large walk in shower, light and bright large windows and doors throughout, tankless water heater, chef inspired kitchen , wood flooring, quartz counters, modern cabinetry, Hansgrohe plumbing fixtures, full security system, Lennox 16+ SEER quiet dual speed AC with zone damper, Bosch luxury appliances, 11 foot ceilings, 2 car garage, smart home automati",30.290719,-97.699894,https://www.redfin.com/TX/Austin/3817-Threadgill-St-78723/home/176236574,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/973/genIslnoResize.8592973_0.jpg,3817 Threadgill Ave, Austin,TX,78723
378,"6412 Cowman Way, Austin, TX 78747","$563,677",4,35,2261,,"This 5-bedroom, 4-bathroom home spans 2,261 sq. ft. with the optional 1 bedroom `1 bath CASITA over garage Making the total bedroom count to 5. The Gruene is designed with several luxe features including a kitchen nook leading to a veranda &mdash; ideal for outdoor dining. On the main floor of this 2-story home, you&rsquo;ll find the open-concept kitchen, dining area and living room perfectly positioned to entertain, in addition to one of the home&rsquo;s four spacious bedrooms. Upstairs is where the home&rsquo;s three remaining bedrooms can be found, including the primary suite which boasts an oversized walk-in closet and spa-like ensuite for ultimate relaxation. *  * 4.99% Fixed Rate fina",30.147788,-97.752886,https://www.redfin.com/TX/Austin/6412-Cowman-Way-78747/home/176239881,SingleFamilyResidence,https://ssl.cdn-redfin.com/photo/92/islphoto/973/genIslnoResize.8592973_1_0.jpg,6412 Cowman Way, Austin,TX,78747
379,"1614 Haskell St, Austin, TX 78702","$665,500",0,,7518,,"WILDLY CENTRAL!  Delicious lot size @ . 1726 acres  in Downtown East Austin&rsquo;s famed Holly Neighborhood, where lifestyle assimilates with everything that makes Austin - Austin!  Walk to: Festival Beach, Lady Bird Lake, The Hike and Bike Trails, to East Cesar Chavez district pace setting venues from retro brewpubs and coffee houses to art galleries and vintage boutiques. Keep moving and you are in Austin&rsquo;s Rainey District in downtown Austin in minutes. WILDLY CENTRAL!    The current structure is ready for removal, unveiling a clear, level, SF3 zoned lot. The city of Austin&rsquo;s recently passed &ldquo;HOME&rdquo; stage 1 affords multiple development opportunities. Imagine - Desi",30.2536577,-97.7294808,https://www.redfin.com/TX/Austin/1614-Haskell-St-78702/home/31361143,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/973/genIslnoResize.8592973_38_0.jpg,1614 Haskell St, Austin,TX,78702
380,"0 Kellywood Dr, Austin, TX 78739","$440,000",0,,125,,"Build your dream home on this serene and private 1.25-+ acre lot without sacrifice living in the city!  No HOA, low restrictions, and low tax rate. Enjoy having your own private oasis but still be able to be apart of the strong South Austin community and have accessibility to all the great restaurants and shopping Austin has to offer. Get in touch with me for more info!",30.173422,-97.865054,https://www.redfin.com/TX/Austin/Kellywood-Dr-78739/home/109920201,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/579/genIslnoResize.7478579_1.jpg,0 Kellywood Dr, Austin,TX,78739
381,"2701 River Hills Rd, Austin, TX 78733","$8,900,000",0,,187,,"Experience the epitome of waterfront luxury at 2701 River Hills Road, located in the highly desirable Pecan Botton neighborhood on Lake Austin in the Eanes school district. This is a rare and expansive 1.9 +/-acre waterfront lot poised for the creation of a bespoke estate. This property presents a unique opportunity to own a significant piece of Austin's lakefront, untouched since 1929 and laden with the potential to craft a personalized luxury residence with over 17,000 square feet of impervious coverage available to be tailored to the highest standards. From the moment you acquire this lot, the benefits are immediate. Pre-approved plans for a boat dock mean you can commence construction w",30.3437566,-97.8481027,https://www.redfin.com/TX/Austin/2701-River-Hills-Rd-78733/home/191886274,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/579/genIslnoResize.7478579_1_1.jpg,2701 River Hills Rd, Austin,TX,78733
382,"601 N Bluff Dr, Austin, TX 78745","$890,000",0,,215,,Free house with land purchase. Build your dream property on a little over 2 acres. This convenient location is approximately 4 &frac12; miles south of downtown Austin just off South Congress Avenue near I35.,30.1953143,-97.7730177,https://www.redfin.com/TX/Austin/601-N-Bluff-Dr-78745/home/31782283,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/579/genIslnoResize.7478579_30_1.jpg,601 N Bluff Dr, Austin,TX,78745
383,"1001 Bluebonnet Ln, Austin, TX 78704","$1,500,000",0,,026,,"Discover the perfect place to build your dream home on this prime residential lot, encompassing . 2583 acre, with a beautiful new high-end property line fence, offering a sense of privacy and aesthetic appeal. A majestic heritage live oak tree centered at front of lot welcomes you to picture your dream home. The property is located steps away from the iconic Zilker Park in Austin, Texas. This ready-to-build parcel offers a rare opportunity to create a custom living space in one of Austin's most sought-after neighborhoods. Enjoy the vibrant lifestyle of the city with close proximity to lush green spaces, top-notch amenities, and the bustling downtown area. Whether you're looking to design a ",30.2598409,-97.7690462,https://www.redfin.com/TX/Austin/1001-Bluebonnet-Ln-78704/home/31207900,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/349/genIslnoResize.2275349_5.jpg,1001 Bluebonnet Ln, Austin,TX,78704
384,"1414 Karen Ave, Austin, TX 78757","$650,000",0,,7997,,"Amazing opportunity to build your dream home in the highly desirable Brentwood neighborhood in central Austin. Steps away from well-regarded Brentwood Elementary School, parks, and green spaces. This lot is located in a prime location in Austin in the 78757 zip code. Easy access to numerous restaurants and boutiques on Burnet Rd. Conveniently located to downtown (7 miles), the University of Texas (4 miles), the Domain (5 miles), Mueller, (4 miles) major employers, and of course the much beloved Crestview Little Deli. Minutes from the Crestview light rail station and Central Market. The lot is flat and has been cleared for easy building. This one is a GEM!",30.3373175,-97.7298617,https://www.redfin.com/TX/Austin/1414-Karen-Ave-78757/home/172478797,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/349/genIslnoResize.2275349_1_5.jpg,1414 Karen Ave, Austin,TX,78757
386,"13900 Hunters Pass, Austin, TX 78734","$285,000",0,,054,,"Discover the perfect location to build your dream home on this incredible view lot, situated on a fabulous street in Apache Shores. With only a handful of view lots remaining in this desirable neighborhood, this is an opportunity you don't want to miss. Adjoining lot also available 13822 Hunters Pass. Nestled in the serene Apache Shores, this lot offers stunning canyon views and is just a short distance from the lake park. One of the few remaining easy-build view lots, providing the ideal setting for a custom-built home. Community Amenities: Enjoy a wealth of amenities within the Apache Shores community, including a pool, trails, parks, Lake Austin access, a boat ramp, tennis courts, and mo",30.369092,-97.920376,https://www.redfin.com/TX/Austin/13822-Hunters-Pass-78734/home/109925986,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/749/genIslnoResize.6348749_1.jpg,13900 Hunters Pass, Austin,TX,78734
387,"13822 Hunters Pass, Austin, TX 78734","$285,000",0,,051,,"Discover the perfect location to build your dream home on this incredible view lot, situated on a fabulous street in Apache Shores. With only a handful of view lots remaining in this desirable neighborhood, this is an opportunity you don't want to miss. Adjacent lot available 13900 Hunters Pass. Nestled in the serene Apache Shores, this lot offers stunning canyon views and is just a short distance from the lake park. One of the few remaining easy-build view lots, providing the ideal setting for a custom-built home. Community Amenities: Enjoy a wealth of amenities within the Apache Shores community, including a pool, trails, parks, Lake Austin access, a boat ramp, tennis courts, and more. Co",30.252765,-97.926767,https://www.redfin.com/TX/Austin/7505-Lenape-Trl-78736/home/31687619,Accommodation,https://ssl.cdn-redfin.com/photo/92/islphoto/749/genIslnoResize.6348749_1_1.jpg,13822 Hunters Pass, Austin,TX,78734
